time,udata,vdata,tempu,tempv,ufdata,vfdata
2016-09-18 10:00:00,0.6663436,1.576701,0.6663436,1.576701,0.2801891173099563,-0.7450538189683305
2016-09-18 11:00:00,1.7706814,1.2558613,1.7706814,1.2558613,0.4131323683910514,-0.8363268547436753
2016-09-18 12:00:00,2.875019,0.9350215,2.875019,0.9350215,0.5555410670031009,-0.9274668002395975
2016-09-18 13:00:00,2.1220472,-0.043770254,2.1220472,-0.043770254,0.7062026580910378,-1.017981232043471
2016-09-18 14:00:00,1.3690752,-1.022562,1.3690752,-1.022562,0.863907918374506,-1.1075886636091292
2016-09-18 15:00:00,2.2362704,-2.1596513,2.2362704,-2.1596513,1.0273895721166064,-1.1959809789374334
2016-09-18 16:00:00,3.1034658,-3.2967408,3.1034658,-3.2967408,1.195364830705257,-1.2832438991876982
2016-09-18 17:00:00,1.0508623,-4.6268983,1.0508623,-4.6268983,1.3669626593169786,-1.3695965161890473
2016-09-18 18:00:00,-1.001741,-5.957056,-1.001741,-5.957056,1.5412120176870479,-1.4554117119973973
2016-09-18 19:00:00,-2.0097454,-4.050114,-2.0097454,-4.050114,1.7172722197334545,-1.541454828851466
2016-09-18 20:00:00,-3.0177498,-2.143172,-3.0177498,-2.143172,1.894482985246687,-1.6284684001288114
2016-09-18 21:00:00,-0.20600832,0.0077836514,-0.20600832,0.0077836514,2.072226219042359,-1.7175566569595175
2016-09-18 22:00:00,2.6057332,2.1587393,2.6057332,2.1587393,2.2501116866143693,-1.809938171663726
2016-09-18 23:00:00,4.5078225,2.074738,4.5078225,2.074738,2.42762757967356,-1.9067834322155313
2016-09-19 00:00:00,6.4099116,1.9907365,6.4099116,1.9907365,2.604423913316881,-2.009222862275087
2016-09-19 01:00:00,4.546132,-0.12322307,4.546132,-0.12322307,2.780385956276471,-2.1182330478464166
2016-09-19 02:00:00,2.6823523,-2.2371826,2.6823523,-2.2371826,2.955491289476657,-2.2348060524049886
2016-09-19 03:00:00,4.0637593,-3.5757318,4.0637593,-3.5757318,3.1297451363696736,-2.3596651989713395
2016-09-19 04:00:00,5.4451666,-4.914281,5.4451666,-4.914281,3.3032667812530003,-2.4933594129272527
2016-09-19 05:00:00,4.1439176,-5.6296487,4.1439176,-5.6296487,3.476465805844845,-2.6360667945132814
2016-09-19 06:00:00,2.8426688,-6.3450165,2.8426688,-6.3450165,3.649639038232057,-2.787785477493605
