ep_dec,profilenumber,ep,CD,CT,CC,OT,02,CH,TB,ep_dec,S,O2_corr,O2_corr_umkg,O2PercentSat,dep_lat,dep_lon
2019-08-18 22:27:00,1,5D59D0B4,0.3042,-0.000532,0.00265,-0.000508,5.0084,0.9882000000000001,0.0494,1566167220,-0.00012267015337375474,5.008404241791132,,,71.2167,-164.25
2019-08-18 23:30:47,2,5D59DFA7,0.049400000000000006,0.008621,0.003268,0.008628,3.6024000000000003,0.25620000000000004,0.0494,1566171047,0.0003700229024950451,3.6023907976683023,3.602953811395102,0.7885752741126422,71.2167,-164.25
2019-08-18 23:30:55,2,5D59DFAF,0.0496,0.008622,0.0032710000000000005,0.008628,3.6033,0.2318,0.0494,1566171055,0.000372399507040452,3.6032907362493685,3.6038538796537267,0.7887723082931097,71.2167,-164.25
2019-08-18 23:31:03,2,5D59DFB7,0.0501,0.008622,0.0032710000000000005,0.008629,3.6031,0.2074,0.0741,1566171063,0.0003723994802363566,3.6030907367642167,3.6036538397436106,0.7887285257357166,71.2167,-164.25
2019-08-18 23:31:11,2,5D59DFBF,0.050300000000000004,0.008622,0.0032710000000000005,0.008629,3.6028,0.2318,0.0494,1566171071,0.00037239946951471946,3.6027907375357557,3.6033537899634305,0.7886628541062091,71.2167,-164.25
2019-08-18 23:31:19,2,5D59DFC7,0.0501,0.008622999999999999,0.0032710000000000005,0.008629,3.6026,0.25620000000000004,-0.0247,1566171079,0.0003724001707824335,3.602590738032573,3.603153762624138,0.7886190967239884,71.2167,-164.25
2019-08-18 23:31:27,2,5D59DFCF,0.049400000000000006,0.008622,0.0032710000000000005,0.008629,3.6025,0.24400000000000002,0.0494,1566171087,0.00037239951776209083,3.602490738305828,3.6030537603483554,0.7885971868887974,71.2167,-164.25
2019-08-18 23:31:35,2,5D59DFD7,0.05,0.008622,0.0032710000000000005,0.00863,3.6018,0.25620000000000004,0.0494,1566171095,0.000372399485597176,3.6017907401062628,3.602353641750777,0.7884439525519085,71.2167,-164.25
2019-08-18 23:31:43,2,5D59DFDF,0.049800000000000004,0.008622999999999999,0.0032710000000000005,0.008631999999999999,3.6027,0.2318,0.0,1566171103,0.00037240018686489004,3.6026907377750823,3.603253783495045,0.7886409882036937,71.2167,-164.25
2019-08-18 23:31:51,2,5D59DFE7,0.0501,0.008622999999999999,0.0032710000000000005,0.00863,3.603,0.2318,0.0,1566171111,0.0003724001707824335,3.602990737004209,3.603553824108914,0.7887066578294929,71.2167,-164.25
2019-08-18 23:31:59,2,5D59DFEF,0.0504,0.008622,0.0032710000000000005,0.00863,3.6036,0.24400000000000002,0.0,1566171119,0.00037239946415390003,3.6035907354791634,3.6041539110985292,0.7888379759108629,71.2167,-164.25
2019-08-18 23:32:07,2,5D59DFF7,0.0487,0.008622,0.0032710000000000005,0.008628,3.6041000000000003,0.25620000000000004,0.0494,1566171127,0.0003723995552878268,3.6040907341914425,3.6046540191309213,0.7889474341109868,71.2167,-164.25
2019-08-18 23:32:15,2,5D59DFFF,0.0492,0.008622999999999999,0.0032710000000000005,0.00863,3.6031,0.2318,0.0,1566171135,0.00037240021902980314,3.603090736745917,3.603653855981077,0.788728551716257,71.2167,-164.25
2019-08-18 23:32:23,2,5D59E007,0.049800000000000004,0.008621,0.0032710000000000005,0.008631,3.6035000000000004,0.2318,-0.0247,1566171143,0.00037239880577271366,3.6034907357525556,3.6040539069928816,0.788816065669699,71.2167,-164.25
2019-08-18 23:32:31,2,5D59E00F,0.05,0.008622,0.0032710000000000005,0.00863,3.603,0.2318,0.0247,1566171151,0.000372399485597176,3.6029907370211744,3.6035538262058,0.7887066358611047,71.2167,-164.25
2019-08-18 23:32:39,2,5D59E017,0.049100000000000005,0.008621,0.0032710000000000005,0.008631,3.6024000000000003,0.2684,0.0494,1566171159,0.0003723988432984514,3.602390738579615,3.6029537507395055,0.7885752754503877,71.2167,-164.25
2019-08-18 23:32:47,2,5D59E01F,0.051100000000000007,0.008624,0.0032710000000000005,0.008631999999999999,3.6036,0.2684,0.0247,1566171167,0.00037240080772030747,3.6035907354458936,3.6041538977355816,0.7888380178489061,71.2167,-164.25
2019-08-18 23:32:55,2,5D59E027,0.0487,0.008625,0.0032719999999999997,0.008632999999999998,3.6028,0.21960000000000002,0.0494,1566171175,0.0003731936330590938,3.60279071778327,3.6033537964506683,0.7886629276738567,71.2167,-164.25
2019-08-18 23:33:03,2,5D59E02F,0.0496,0.008624,0.0032719999999999997,0.008631999999999999,3.6031,0.25620000000000004,0.0741,1566171183,0.00037319289429127954,3.603090717028652,3.603653826327039,0.7887285725266409,71.2167,-164.25
2019-08-18 23:33:11,2,5D59E037,0.0496,0.008626,0.0032719999999999997,0.008632999999999998,3.603,0.25620000000000004,0.0741,1566171191,0.0003731942753007391,3.6029907172520947,3.603553810429221,0.7887067269886491,71.2167,-164.25
2019-08-18 23:33:19,2,5D59E03F,0.0496,0.008626,0.0032719999999999997,0.008632999999999998,3.6027,0.25620000000000004,0.0247,1566171199,0.0003731942753007391,3.6026907180250127,3.603253764316779,0.7886410561537626,71.2167,-164.25
2019-08-18 23:36:22,3,5D59E0F6,0.0913,0.008636000000000001,0.0032739999999999996,0.008642,3.6083999999999996,0.24400000000000002,0.0247,1566171382,0.00037478300106383484,3.608390663763575,3.608953827965691,0.7898888586097217,71.2167,-164.25
2019-08-18 23:36:30,3,5D59E0FE,0.0904,0.008636000000000001,0.0032769999999999995,0.008642,3.6075,0.2318,0.0988,1566171390,0.0003771592522209769,3.607490606912141,3.6080536400958825,0.7896918498404636,71.2167,-164.25
2019-08-18 23:36:38,3,5D59E106,0.09029999999999999,0.008636000000000001,0.003278,0.008642,3.6073000000000004,0.25620000000000004,0.0741,1566171398,0.0003779513565123453,3.6072905877067893,3.607853589152566,0.7896480697270564,71.2167,-164.25
2019-08-18 23:36:46,3,5D59E10E,0.0907,0.008636000000000001,0.003278,0.008642,3.6082,0.21960000000000002,0.0247,1566171406,0.0003779513350203236,3.608190585359013,3.60875371992565,0.7898450806399923,71.2167,-164.25
2019-08-18 23:36:54,3,5D59E116,0.091,0.008636000000000001,0.003278,0.008642,3.6092,0.2684,0.0247,1566171414,0.0003779513189013095,3.609190582750179,3.609753867877562,0.7900639822338502,71.2167,-164.25
2019-08-18 23:37:02,3,5D59E11E,0.091,0.008636000000000001,0.003278,0.008642,3.609,0.25620000000000004,0.0247,1566171422,0.0003779513189013095,3.608990583272026,3.6095538371855596,0.7900202016740456,71.2167,-164.25
2019-08-18 23:37:10,3,5D59E126,0.091,0.008636000000000001,0.003278,0.008642,3.611,0.2806,0.0,1566171430,0.0003779513189013095,3.610990578053557,3.611554144105585,0.7904580072720917,71.2167,-164.25
2019-08-18 23:37:18,3,5D59E12E,0.09140000000000001,0.008636000000000001,0.003278,0.008642,3.6094999999999997,0.2684,0.0741,1566171438,0.00037795129740928954,3.6094905819679446,3.6100539065687878,0.7901296514660917,71.2167,-164.25
2019-08-18 23:37:26,3,5D59E136,0.09179999999999999,0.008637,0.003278,0.008642,3.6108,0.2684,0.0,1566171446,0.0003779519661742583,3.6107905785593477,3.6113540984506836,0.7904142459141558,71.2167,-164.25
2019-08-18 23:37:34,3,5D59E13E,0.0908,0.008636000000000001,0.003278,0.008642,3.6097,0.24400000000000002,0.0,1566171454,0.0003779513296473195,3.6096905814452946,3.610253948281162,0.7901734344371392,71.2167,-164.25
2019-08-18 23:37:42,3,5D59E146,0.0904,0.008636000000000001,0.003278,0.008642,3.6116,0.24400000000000002,-0.0247,1566171462,0.00037795135113933946,3.6115905764872127,3.612154247208173,0.7905893513641065,71.2167,-164.25
2019-08-18 23:37:50,3,5D59E14E,0.0913,0.008636000000000001,0.003278,0.008643,3.611,0.2684,0.0,1566171470,0.00037795130278229193,3.610990578053959,3.6115541385932115,0.7904580060659918,71.2167,-164.25
2019-08-18 23:37:58,3,5D59E156,0.091,0.008636000000000001,0.003278,0.008643,3.6116,0.24400000000000002,0.0,1566171478,0.0003779513189013095,3.611590576488016,3.6121542361815924,0.7905893489515055,71.2167,-164.25
2019-08-18 23:38:06,3,5D59E15E,0.0908,0.008636000000000001,0.003278,0.008643,3.6125,0.25620000000000004,0.0741,1566171486,0.0003779513296473195,3.6124905741394366,3.6130543779720465,0.7907863622750269,71.2167,-164.25
2019-08-18 23:38:14,3,5D59E166,0.0902,0.008636000000000001,0.003278,0.008643,3.613,0.21960000000000002,0.0,1566171494,0.0003779513618853512,3.6129905728340153,3.6135544657334155,0.7908958160881859,71.2167,-164.25
2019-08-18 23:38:22,3,5D59E16E,0.092,0.008636000000000001,0.003278,0.008643,3.6121,0.305,0.0494,1566171502,0.00037795126517126305,3.6120905751847383,3.612654294531423,0.7906987963294589,71.2167,-164.25
2019-08-18 23:38:30,3,5D59E176,0.0897,0.008635,0.003278,0.008643,3.612,0.2684,0.0988,1566171510,0.0003779506984933727,3.611990575459714,3.6125543217233056,0.7906768928735887,71.2167,-164.25
2019-08-18 23:38:38,3,5D59E17E,0.09179999999999999,0.008636000000000001,0.003278,0.008643,3.6126,0.21960000000000002,0.0,1566171518,0.0003779512759172713,3.6125905738798534,3.6131543749354287,0.7908082485328366,71.2167,-164.25
2019-08-18 23:38:46,3,5D59E186,0.0889,0.008636000000000001,0.003278,0.008642,3.6131,0.24400000000000002,0.0741,1566171526,0.00037795143173442736,3.61309057257135,3.61365450498067,0.7909177115976506,71.2167,-164.25
2019-08-18 23:38:54,3,5D59E18E,0.0913,0.008635,0.003278,0.008641,3.6138,0.2684,0.0494,1566171534,0.0003779506125252789,3.6137905707652433,3.614354568541242,0.791070911465738,71.2167,-164.25
2019-08-18 23:39:02,3,5D59E196,0.0897,0.008636000000000001,0.003278,0.008642,3.6132999999999997,0.2806,0.0,1566171542,0.00037795138875037874,3.6132905720505746,3.6138545209657824,0.7909614889396073,71.2167,-164.25
2019-08-18 23:41:30,4,5D59E22A,0.1462,0.007609,0.0032569999999999995,0.006885,4.3525,0.4148,0.0494,1566171690,0.0003606077921893894,4.352489164351077,4.353167598587668,0.9527464117756986,71.2167,-164.25
2019-08-18 23:41:38,4,5D59E232,0.14730000000000001,0.007691,0.00322,0.006869,4.388999999999999,0.4026,0.0,1566171698,0.00033137811588502056,4.388989959156713,4.389674139671209,0.9607383559971042,71.2167,-164.25
